Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Grenada;GRD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.729,10 ; 4.950,14 ; 4.983,44 ; 4.947,35 ; 5.080,54 ; 5.248,09 ; 5.541,97 ; 5.887,29 ; 6.623,70 ; 7.154,03 ; 7.641,55 ; 7.620,28 ; 7.977,15 ; 8.862,54 ; 9.012,58 ; 10.495,24 ; 10.354,21 ; 11.255,86 ; 11.554,31 ; 10.838,22 ; 10.862,87 ; 11.115,71 ; 11.164,44 ; 11.887,58 ; 13.041,82 ; 14.152,42 ; 15.025,82 ; 16.217,50 ; 17.197,66 ; 17.956,11 
Greenland;GRL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.378,44 ; 3.524,39 ; 3.681,21 ; 3.817,79 ; 3.956,82 ; 4.136,97 ; 4.234,35 ; 4.390,58 ; 4.552,89 ; 4.683,99 ; 4.842,22 ; 4.943,65 ; 5.097,53 ; 5.208,76 ; 5.401,53 ; 5.633,13 ; 5.993,15 ; 6.414,10 ; 6.624,49 ; 6.585,06 ; 6.728,25 ; 7.025,67 ; 7.320,15 ; 7.446,59 ; 7.758,49 ; 8.194,44 ; 8.221,75 ; 8.317,36 ; 8.647,82 ; 8.995,54 
Guam;GUM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.129,46 ; 2.331,18 ; 2.555,11 ; 2.808,68 ; 3.093,93 ; 3.307,30 ; 3.638,16 ; 3.944,28 ; 3.943,51 ; 4.141,42 ; 4.192,80 ; 4.391,32 ; 4.513,83 ; 4.566,41 ; 4.758,87 ; 4.808,62 ; 5.207,01 ; 5.721,22 ; 5.945,06 ; 6.195,69 ; 6.512,32 ; 6.969,71 ; 7.380,62 ; 7.901,95 ; 8.165,72 ; 8.365,61 ; 8.830,40 ; 8.989,04 ; 9.531,88 ; 10.104,70 
High income;HIC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 18.011,36 ; 18.786,48 ; 19.538,70 ; 20.135,29 ; 21.104,63 ; 22.018,77 ; 22.985,75 ; 24.028,44 ; 24.839,92 ; 25.845,93 ; 27.481,33 ; 28.392,00 ; 29.332,15 ; 30.330,10 ; 32.048,24 ; 33.629,24 ; 35.829,81 ; 37.624,23 ; 38.629,46 ; 37.651,55 ; 39.052,58 ; 40.671,70 ; 41.804,69 ; 43.170,39 ; 44.319,63 ; 45.093,90 ; 46.371,75 ; 48.341,69 ; 50.153,41 ; 52.029,27 
Hong Kong SAR, China;HKG;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 18.270,24 ; 19.800,21 ; 21.334,22 ; 22.798,98 ; 24.141,52 ; 24.738,08 ; 25.123,54 ; 26.637,40 ; 25.141,82 ; 25.895,62 ; 28.253,20 ; 28.821,66 ; 29.631,07 ; 31.165,23 ; 34.518,39 ; 38.056,70 ; 41.697,08 ; 45.195,00 ; 46.773,88 ; 45.872,59 ; 49.185,23 ; 52.277,47 ; 52.234,59 ; 53.691,84 ; 54.781,65 ; 56.408,94 ; 57.221,41 ; 59.849,25 ; 62.513,03 ; 62.375,12 
Honduras;HND;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.052,13 ; 1.993,47 ; 2.102,49 ; 2.228,49 ; 2.217,37 ; 2.336,59 ; 2.355,48 ; 2.435,43 ; 2.479,61 ; 2.427,92 ; 2.591,33 ; 2.648,81 ; 2.720,27 ; 2.824,61 ; 3.006,70 ; 3.210,35 ; 3.443,77 ; 3.671,33 ; 3.816,84 ; 3.674,23 ; 3.778,46 ; 3.928,27 ; 4.032,58 ; 4.142,24 ; 4.452,58 ; 4.823,39 ; 5.147,24 ; 5.562,00 ; 5.806,10 ; 5.965,37 
Heavily indebted poor countries (HIPC);HPC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 994,29 ; 1.005,64 ; 993,46 ; 998,28 ; 992,45 ; 1.033,46 ; 1.076,86 ; 1.111,17 ; 1.132,11 ; 1.155,32 ; 1.181,44 ; 1.226,22 ; 1.252,86 ; 1.297,29 ; 1.366,75 ; 1.454,03 ; 1.549,28 ; 1.649,37 ; 1.735,68 ; 1.777,35 ; 1.846,22 ; 1.933,25 ; 1.970,73 ; 2.101,67 ; 2.231,98 ; 2.333,77 ; 2.378,59 ; 2.461,57 ; 2.557,31 ; 2.642,03 
Croatia;HRV;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 7.958,91 ; 8.680,63 ; 9.461,58 ; 9.785,07 ; 9.843,80 ; 10.604,22 ; 11.613,50 ; 12.647,61 ; 13.550,35 ; 14.534,50 ; 15.303,91 ; 17.428,30 ; 19.353,62 ; 20.776,34 ; 20.013,92 ; 19.776,20 ; 20.743,53 ; 21.136,48 ; 21.769,19 ; 22.062,07 ; 23.013,50 ; 24.718,13 ; 26.595,74 ; 28.038,69 ; 29.973,43 
Haiti;HTI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.382,35 ; 1.427,44 ; 1.355,83 ; 1.287,80 ; 1.136,54 ; 1.251,81 ; 1.303,48 ; 1.337,49 ; 1.357,72 ; 1.390,10 ; 1.409,03 ; 1.400,89 ; 1.395,91 ; 1.403,60 ; 1.368,02 ; 1.412,95 ; 1.464,64 ; 1.529,62 ; 1.547,88 ; 1.582,91 ; 1.527,77 ; 1.621,23 ; 1.590,02 ; 1.680,96 ; 1.718,93 ; 1.704,93 ; 1.757,39 ; 1.763,66 ; 1.808,88 ; 1.800,56 
Hungary;HUN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;; 8.310,05 ; 8.242,21 ; 8.398,46 ; 8.842,69 ; 9.175,35 ; 9.335,55 ; 9.821,53 ; 10.397,91 ; 10.873,25 ; 11.857,62 ; 13.213,57 ; 14.526,39 ; 15.464,41 ; 16.228,99 ; 17.073,55 ; 18.339,62 ; 19.044,42 ; 20.696,73 ; 20.693,73 ; 21.586,04 ; 22.894,35 ; 23.148,13 ; 24.498,18 ; 25.604,99 ; 26.668,04 ; 27.699,63 ; 29.529,31 ; 31.578,76 ; 33.978,96 
IBRD only;IBD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.920,85 ; 3.031,63 ; 3.119,40 ; 3.243,86 ; 3.371,01 ; 3.543,34 ; 3.753,21 ; 3.955,35 ; 3.988,71 ; 4.148,00 ; 4.431,29 ; 4.644,82 ; 4.876,47 ; 5.208,18 ; 5.709,42 ; 6.253,54 ; 6.982,52 ; 7.723,23 ; 8.340,06 ; 8.590,95 ; 9.270,63 ; 9.983,32 ; 10.598,95 ; 11.095,96 ; 11.425,40 ; 11.515,88 ; 11.920,48 ; 12.544,85 ; 13.366,33 ; 14.019,89 
IDA & IBRD total;IBT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.608,02 ; 2.700,68 ; 2.772,48 ; 2.870,50 ; 2.969,62 ; 3.111,64 ; 3.286,02 ; 3.449,24 ; 3.476,70 ; 3.605,15 ; 3.836,00 ; 4.013,27 ; 4.204,31 ; 4.475,15 ; 4.887,41 ; 5.333,58 ; 5.922,70 ; 6.519,06 ; 7.008,19 ; 7.208,19 ; 7.742,36 ; 8.299,77 ; 8.771,66 ; 9.171,08 ; 9.442,92 ; 9.517,06 ; 9.815,45 ; 10.293,46 ; 10.928,10 ; 11.419,88 
IDA total;IDA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.328,16 ; 1.360,87 ; 1.384,00 ; 1.391,20 ; 1.395,65 ; 1.438,16 ; 1.495,67 ; 1.530,57 ; 1.560,55 ; 1.596,84 ; 1.658,79 ; 1.733,55 ; 1.809,66 ; 1.896,20 ; 2.031,29 ; 2.177,08 ; 2.329,63 ; 2.487,36 ; 2.605,04 ; 2.698,44 ; 2.820,67 ; 2.944,57 ; 3.028,49 ; 3.197,75 ; 3.373,91 ; 3.482,81 ; 3.540,77 ; 3.669,33 ; 3.851,58 ; 3.980,75 
IDA blend;IDB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.975,43 ; 2.032,46 ; 2.092,60 ; 2.083,66 ; 2.096,66 ; 2.137,04 ; 2.217,82 ; 2.242,27 ; 2.271,31 ; 2.302,05 ; 2.386,16 ; 2.483,39 ; 2.623,86 ; 2.750,06 ; 2.969,34 ; 3.173,44 ; 3.379,84 ; 3.584,41 ; 3.707,22 ; 3.844,74 ; 4.001,25 ; 4.168,40 ; 4.235,21 ; 4.403,49 ; 4.612,69 ; 4.679,98 ; 4.673,34 ; 4.779,92 ; 4.979,69 ; 5.063,06 
Indonesia;IDN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.082,08 ; 3.347,89 ; 3.585,53 ; 3.845,20 ; 4.156,65 ; 4.522,29 ; 4.891,44 ; 5.134,51 ; 4.447,17 ; 4.484,07 ; 4.743,94 ; 4.956,36 ; 5.190,36 ; 5.465,26 ; 5.816,18 ; 6.254,61 ; 6.708,58 ; 7.229,54 ; 7.710,67 ; 8.021,75 ; 8.505,75 ; 9.095,73 ; 9.713,87 ; 10.067,42 ; 10.278,14 ; 10.247,21 ; 10.494,56 ; 10.935,84 ; 11.639,87 ; 12.301,75 
IDA only;IDX;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 990,94 ; 1.010,43 ; 1.012,81 ; 1.030,11 ; 1.030,16 ; 1.075,22 ; 1.120,80 ; 1.162,23 ; 1.193,08 ; 1.233,25 ; 1.284,09 ; 1.348,18 ; 1.390,11 ; 1.456,86 ; 1.548,30 ; 1.664,77 ; 1.790,30 ; 1.924,64 ; 2.040,98 ; 2.110,84 ; 2.214,57 ; 2.314,92 ; 2.408,28 ; 2.579,34 ; 2.739,30 ; 2.873,88 ; 2.969,95 ; 3.113,96 ; 3.290,30 ; 3.449,41 
Isle of Man;IMN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.201,67 ; 1.230,09 ; 1.300,78 ; 1.367,64 ; 1.461,18 ; 1.574,32 ; 1.691,80 ; 1.757,51 ; 1.852,81 ; 2.009,22 ; 2.095,65 ; 2.206,45 ; 2.287,63 ; 2.472,10 ; 2.695,89 ; 2.953,11 ; 3.237,29 ; 3.525,31 ; 3.650,94 ; 3.912,42 ; 4.236,74 ; 4.493,67 ; 4.861,15 ; 5.057,22 ; 5.233,87 ; 5.464,86 ; 5.839,90 ; 6.185,99 ; 6.650,11 ; 7.034,22 
Not classified;INX;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 13.734,35 ; 14.389,83 ; 15.106,40 ; 15.801,52 ; 17.000,73 ; 18.932,17 ; 20.468,68 ; 22.620,32 ; 25.059,40 ; 26.995,26 ; 30.184,96 ; 32.546,39 ; 35.212,09 ; 36.238,35 ; 38.669,40 ; 40.437,77 ; 44.197,55 ; 46.756,30 ; 44.283,73 ; 41.653,24 ; 43.327,40 ; 44.855,32 ; 46.256,57 ; 47.897,29 ; 51.067,98 ; 69.056,05 ; 71.921,72 ; 78.128,18 ; 84.459,65 ; 88.240,90 
Iran, Islamic Rep.;IRN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 7.217,41 ; 8.194,62 ; 8.457,46 ; 8.609,70 ; 8.536,73 ; 8.791,06 ; 9.286,33 ; 9.365,50 ; 9.550,78 ; 9.646,54 ; 10.309,07 ; 10.485,29 ; 11.283,10 ; 12.342,73 ; 13.070,56 ; 13.745,92 ; 14.702,96 ; 16.150,33 ; 16.326,32 ; 16.433,26 ; 17.388,90 ; 18.008,80 ; 15.950,10 ; 15.273,85 ; 15.235,70 ; 13.588,47 ; 14.011,55 ; 14.535,86 ;;
Iraq;IRQ;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;; 2.678,34 ; 3.530,89 ; 4.572,16 ; 4.704,77 ; 4.756,76 ; 5.213,70 ; 6.233,09 ; 8.241,01 ; 9.533,39 ; 9.591,04 ; 9.733,03 ; 8.937,56 ; 5.920,96 ; 9.134,93 ; 9.611,75 ; 10.699,57 ; 10.953,53 ; 11.883,37 ; 12.127,62 ; 12.717,02 ; 13.515,55 ; 15.163,35 ; 15.535,35 ; 14.267,04 ; 10.391,78 ; 9.897,00 ; 10.971,97 ; 10.911,64 ; 11.332,14 
Iceland;ISL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 21.978,12 ; 22.409,31 ; 21.870,14 ; 22.452,89 ; 23.554,87 ; 23.946,56 ; 24.771,69 ; 26.904,18 ; 28.688,15 ; 29.523,19 ; 29.717,57 ; 31.775,47 ; 32.524,02 ; 32.619,86 ; 35.608,23 ; 37.233,20 ; 39.087,36 ; 41.157,23 ; 43.318,35 ; 41.937,09 ; 39.606,60 ; 40.767,24 ; 41.926,34 ; 44.157,55 ; 45.714,79 ; 48.854,35 ; 53.025,44 ; 55.562,43 ; 57.742,15 ; 60.061,37 
Israel;ISR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 15.150,58 ; 15.887,75 ; 16.915,95 ; 17.556,69 ; 18.771,14 ; 19.892,25 ; 20.722,88 ; 21.394,61 ; 22.039,42 ; 22.584,94 ; 24.928,95 ; 24.921,60 ; 25.224,88 ; 23.818,49 ; 25.208,04 ; 24.831,45 ; 25.665,07 ; 27.460,31 ; 27.433,06 ; 27.484,87 ; 28.824,19 ; 30.539,96 ; 31.693,92 ; 34.145,71 ; 34.212,94 ; 35.436,81 ; 37.843,98 ; 38.966,66 ; 40.261,34 ; 42.193,83 
Italy;ITA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 18.603,50 ; 19.514,98 ; 20.112,58 ; 20.401,02 ; 21.280,53 ; 22.353,60 ; 23.017,71 ; 23.867,80 ; 25.020,60 ; 25.602,39 ; 27.082,58 ; 28.045,72 ; 28.736,58 ; 29.165,05 ; 29.527,89 ; 30.130,64 ; 32.414,47 ; 34.105,72 ; 35.523,27 ; 34.636,22 ; 35.181,97 ; 36.598,01 ; 36.486,30 ; 36.314,70 ; 36.194,87 ; 36.909,33 ; 39.922,91 ; 41.784,62 ; 42.816,20 ; 44.196,69 
Jamaica;JAM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.765,93 ; 5.124,34 ; 5.296,47 ; 5.876,36 ; 6.025,54 ; 6.235,15 ; 6.280,32 ; 6.253,97 ; 6.117,62 ; 6.214,27 ; 6.355,84 ; 6.533,38 ; 6.723,67 ; 7.056,15 ; 7.300,06 ; 7.553,19 ; 7.965,50 ; 8.255,18 ; 8.306,48 ; 7.966,86 ; 7.900,21 ; 8.159,88 ; 8.187,18 ; 8.442,03 ; 8.544,23 ; 8.791,30 ; 9.193,38 ; 9.598,37 ; 9.967,77 ; 10.166,06 
Jordan;JOR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 4.162,97 ; 4.155,46 ; 4.768,08 ; 4.834,96 ; 4.938,99 ; 5.146,24 ; 5.187,07 ; 5.320,99 ; 5.435,00 ; 5.601,98 ; 5.864,60 ; 6.194,31 ; 6.530,87 ; 6.780,38 ; 7.361,38 ; 7.945,11 ; 8.514,42 ; 9.059,18 ; 9.448,39 ; 9.551,20 ; 9.384,46 ; 9.313,26 ; 9.111,61 ; 9.215,34 ; 9.050,63 ; 9.331,34 ; 9.283,87 ; 9.841,17 ; 10.086,45 ; 10.316,61 
Japan;JPN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 19.561,20 ; 20.849,02 ; 21.451,67 ; 21.792,34 ; 22.402,27 ; 23.409,64 ; 24.515,12 ; 25.146,20 ; 25.074,06 ; 25.325,71 ; 26.838,69 ; 27.472,55 ; 28.160,11 ; 28.924,68 ; 30.348,04 ; 31.663,45 ; 33.090,20 ; 34.501,51 ; 34.798,77 ; 33.198,62 ; 34.986,99 ; 35.774,70 ; 37.191,39 ; 38.974,08 ; 39.179,16 ; 40.396,24 ; 39.970,68 ; 40.858,88 ; 41.335,52 ; 43.235,72 
Kazakhstan;KAZ;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 8.270,78 ; 7.562,51 ; 7.329,99 ; 6.858,66 ; 6.211,95 ; 5.925,06 ; 6.156,25 ; 6.470,30 ; 6.530,56 ; 6.868,84 ; 7.733,79 ; 8.985,66 ; 10.021,90 ; 11.119,89 ; 12.428,84 ; 13.934,72 ; 15.725,35 ; 17.384,92 ; 18.086,24 ; 17.962,83 ; 19.225,08 ; 20.779,45 ; 22.032,18 ; 24.504,77 ; 24.726,47 ; 23.224,12 ; 23.818,82 ; 24.862,97 ; 26.147,05 ; 27.443,57 
Kenya;KEN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.476,47 ; 1.498,02 ; 1.471,64 ; 1.464,97 ; 1.489,24 ; 1.540,71 ; 1.587,05 ; 1.576,53 ; 1.601,28 ; 1.616,52 ; 1.617,53 ; 1.669,33 ; 1.659,38 ; 1.693,26 ; 1.778,54 ; 1.889,79 ; 2.016,60 ; 2.152,22 ; 2.139,16 ; 2.166,33 ; 2.311,98 ; 2.437,88 ; 2.530,35 ; 2.767,40 ; 3.021,43 ; 3.361,98 ; 3.635,27 ; 4.046,21 ; 4.303,00 ; 4.509,32 
Kyrgyz Republic;KGZ;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.546,33 ; 2.384,02 ; 2.076,83 ; 1.796,85 ; 1.467,13 ; 1.402,58 ; 1.506,98 ; 1.660,56 ; 1.688,78 ; 1.749,59 ; 1.863,74 ; 1.987,03 ; 1.999,67 ; 2.157,27 ; 2.342,49 ; 2.384,18 ; 2.505,47 ; 2.766,05 ; 3.027,86 ; 3.101,34 ; 3.085,65 ; 3.297,37 ; 3.618,15 ; 4.042,89 ; 4.281,82 ; 4.214,83 ; 4.681,17 ; 5.046,69 ; 5.254,28 ; 5.470,81 
Cambodia;KHM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;; 1.130,05 ; 727,11 ; 789,98 ; 826,54 ; 850,05 ; 876,44 ; 977,95 ; 1.082,43 ; 1.164,58 ; 1.237,65 ; 1.344,62 ; 1.499,09 ; 1.723,31 ; 1.936,88 ; 2.159,62 ; 2.314,46 ; 2.299,39 ; 2.427,24 ; 2.611,31 ; 2.868,74 ; 3.045,59 ; 3.185,34 ; 3.388,74 ; 3.675,04 ; 3.928,37 ; 4.257,48 ; 4.570,69 
Kiribati;KIR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.261,46 ; 1.281,25 ; 1.302,96 ; 1.328,55 ; 1.363,14 ; 1.372,86 ; 1.400,43 ; 1.425,13 ; 1.509,90 ; 1.482,40 ; 1.583,09 ; 1.567,04 ; 1.624,57 ; 1.658,86 ; 1.644,95 ; 1.744,97 ; 1.758,46 ; 1.800,75 ; 1.756,73 ; 1.745,99 ; 1.716,06 ; 1.749,23 ; 1.837,99 ; 1.921,61 ; 1.917,63 ; 2.110,12 ; 2.210,97 ; 2.240,54 ; 2.312,25 ; 2.369,47 
St. Kitts and Nevis;KNA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 9.360,40 ; 9.468,32 ; 10.018,59 ; 10.836,96 ; 11.520,13 ; 12.260,20 ; 13.089,42 ; 14.097,91 ; 14.066,80 ; 14.596,57 ; 16.303,97 ; 17.373,89 ; 17.857,94 ; 17.340,02 ; 18.298,24 ; 20.462,10 ; 21.056,85 ; 21.552,49 ; 23.119,66 ; 22.162,37 ; 22.094,68 ; 22.768,31 ; 21.486,87 ; 22.152,01 ; 23.951,27 ; 23.921,99 ; 24.927,19 ; 25.355,52 ; 26.510,98 ; 27.448,90 
Korea, Rep.;KOR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 8.392,41 ; 9.486,82 ; 10.201,26 ; 11.054,26 ; 12.219,71 ; 13.549,12 ; 14.724,28 ; 15.744,78 ; 14.976,42 ; 16.807,13 ; 18.551,26 ; 19.693,44 ; 21.396,84 ; 22.074,01 ; 23.785,29 ; 25.186,87 ; 26.877,99 ; 29.059,77 ; 29.946,08 ; 29.644,43 ; 31.740,46 ; 32.546,75 ; 33.557,13 ; 34.244,31 ; 35.324,50 ; 37.907,50 ; 39.567,02 ; 41.001,07 ; 42.136,08 ; 43.028,90 
Kuwait;KWT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;; 59.930,62 ; 60.606,39 ; 60.095,59 ; 58.839,33 ; 55.001,06 ; 56.179,30 ; 55.943,12 ; 57.617,37 ; 68.071,05 ; 75.700,91 ; 83.689,20 ; 88.660,11 ; 91.473,46 ; 90.096,47 ; 79.424,27 ; 73.965,97 ; 78.178,07 ; 82.680,38 ; 78.058,51 ; 70.082,42 ; 47.230,62 ; 44.685,35 ; 50.855,50 ; 51.669,73 ; 51.912,01 
Latin America & Caribbean (excluding high income);LAC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.232,27 ; 6.561,69 ; 6.769,67 ; 6.954,71 ; 7.311,89 ; 7.417,97 ; 7.689,33 ; 8.093,44 ; 8.233,14 ; 8.219,37 ; 8.584,90 ; 8.693,95 ; 8.725,66 ; 8.936,61 ; 9.610,85 ; 10.224,68 ; 11.039,26 ; 11.827,95 ; 12.472,88 ; 12.273,32 ; 13.027,15 ; 13.863,37 ; 14.120,00 ; 14.583,51 ; 14.891,34 ; 14.660,57 ; 14.893,05 ; 15.525,49 ; 15.983,81 ; 16.220,42 
Lao PDR;LAO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 1.025,76 ; 1.075,51 ; 1.129,93 ; 1.193,38 ; 1.286,05 ; 1.373,25 ; 1.463,66 ; 1.559,99 ; 1.610,08 ; 1.722,28 ; 1.831,97 ; 1.948,40 ; 2.064,43 ; 2.196,99 ; 2.363,32 ; 2.569,54 ; 2.829,04 ; 3.073,74 ; 3.321,92 ; 3.538,65 ; 3.822,63 ; 4.150,82 ; 4.841,64 ; 5.289,48 ; 5.873,76 ; 6.168,48 ; 6.843,56 ; 7.257,81 ; 7.771,99 ; 8.150,75 
Lebanon;LBN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 3.839,27 ; 5.690,81 ; 6.437,07 ; 6.916,75 ; 7.284,22 ; 7.636,05 ; 8.456,24 ; 8.579,33 ; 8.908,46 ; 8.859,47 ; 8.952,11 ; 9.146,92 ; 9.170,33 ; 9.189,07 ; 9.668,00 ; 9.955,02 ; 10.281,74 ; 11.522,57 ; 12.819,02 ; 14.095,57 ; 14.961,74 ; 14.668,51 ; 14.816,88 ; 14.972,72 ; 15.026,34 ; 15.067,77 ; 15.487,11 ; 16.005,26 ; 15.980,41 ; 15.327,31 
Liberia;LBR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;; 993,40 ; 1.007,53 ; 1.037,12 ; 725,38 ; 750,15 ; 793,49 ; 853,79 ; 923,52 ; 967,95 ; 987,01 ; 1.022,06 ; 1.093,54 ; 1.174,05 ; 1.339,30 ; 1.381,94 ; 1.292,10 ; 1.379,06 ; 1.515,64 ; 1.532,33 ; 1.486,99 
Libya;LBY;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;; 17.287,19 ; 18.043,58 ; 17.830,23 ; 17.653,70 ; 19.998,58 ; 21.116,61 ; 23.987,55 ; 25.925,38 ; 27.896,30 ; 28.792,87 ; 28.430,10 ; 29.895,22 ; 11.482,10 ; 24.285,30 ; 19.869,11 ; 14.303,02 ; 12.220,02 ; 11.108,72 ; 13.238,00 ; 15.372,37 ; 15.803,06 
St. Lucia;LCA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.824,59 ; 6.981,98 ; 7.613,04 ; 7.748,73 ; 7.947,94 ; 8.155,99 ; 8.435,26 ; 8.403,77 ; 8.908,17 ; 9.159,96 ; 9.265,64 ; 9.062,32 ; 9.173,66 ; 9.673,44 ; 10.571,12 ; 10.749,33 ; 11.621,06 ; 11.971,65 ; 12.629,85 ; 12.207,43 ; 12.413,40 ; 13.256,50 ; 13.080,39 ; 13.489,11 ; 13.761,12 ; 13.551,75 ; 14.291,36 ; 14.945,76 ; 15.621,60 ; 16.089,07 
Latin America & Caribbean;LCN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 6.260,56 ; 6.597,56 ; 6.830,46 ; 7.032,59 ; 7.398,63 ; 7.532,50 ; 7.821,67 ; 8.242,49 ; 8.402,69 ; 8.402,69 ; 8.779,82 ; 8.909,92 ; 8.954,03 ; 9.181,13 ; 9.884,17 ; 10.512,60 ; 11.397,91 ; 12.204,72 ; 12.820,96 ; 12.615,94 ; 13.404,80 ; 14.283,72 ; 14.573,54 ; 15.060,95 ; 15.382,07 ; 15.173,39 ; 15.411,56 ; 16.060,58 ; 16.544,42 ; 16.797,36 
Least developed countries: UN classification;LDC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 890,19 ; 912,35 ; 918,15 ; 919,30 ; 924,12 ; 972,34 ; 1.020,22 ; 1.059,97 ; 1.087,80 ; 1.124,56 ; 1.172,54 ; 1.232,51 ; 1.282,49 ; 1.344,48 ; 1.435,80 ; 1.559,18 ; 1.686,80 ; 1.828,98 ; 1.948,68 ; 2.015,34 ; 2.114,50 ; 2.201,34 ; 2.289,37 ; 2.408,47 ; 2.557,74 ; 2.631,40 ; 2.712,54 ; 2.845,80 ; 2.989,07 ; 3.118,82 
Low income;LIC;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 957,71 ; 967,63 ; 938,94 ; 937,52 ; 929,77 ; 965,50 ; 1.003,55 ; 1.041,02 ; 1.060,64 ; 1.084,13 ; 1.113,88 ; 1.165,88 ; 1.196,98 ; 1.245,32 ; 1.313,24 ; 1.408,04 ; 1.504,36 ; 1.615,65 ; 1.705,69 ; 1.758,01 ; 1.836,90 ; 1.881,14 ; 1.865,44 ; 1.954,48 ; 2.102,16 ; 2.201,44 ; 2.244,72 ; 2.320,75 ; 2.407,79 ; 2.489,12 
Liechtenstein;LIE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD; 2.306,77 ; 2.464,61 ; 2.601,86 ; 2.817,42 ; 3.010,23 ; 3.216,01 ; 3.376,32 ; 3.634,04 ; 3.828,19 ; 4.029,05 ; 4.339,68 ; 4.335,37 ; 4.542,34 ; 4.860,34 ; 5.218,68 ; 5.670,96 ; 6.242,37 ; 6.795,34 ; 7.287,59 ; 7.550,29 ; 8.194,27 ; 9.007,66 ; 10.315,18 ; 10.852,06 ; 11.256,86 ; 11.557,49 ; 12.224,22 ; 12.584,10 ; 13.168,17 ; 13.620,12 
